expression,expected_result,actual_result,ok,wrapper,pair_id,family,source,target,expected_strategy,error_kind,error_message
((cos(x)^22) + m) - (((352716+646646*cos(2*x)+497420*cos(4*x)+319770*cos(6*x)+170544*cos(8*x)+74613*cos(10*x)+26334*cos(12*x)+7315*cos(14*x)+1540*cos(16*x)+231*cos(18*x)+22*cos(20*x)+cos(22*x))/2097152) + m),0,1/2097152 * (621170 * cos(x)^2 + 836836 * (2 * sin(x) * cos(x))^2 + 2097152 * cos(x)^22 - cos(22 * x) - 1276308 * (2 * cos(x)^2 - 1)^3 - 170544 * cos(8 * x) - 105336 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 - 74613 * cos(10 * x) - 7315 * cos(14 * x) - 1540 * cos(16 * x) - 924 * (64 * (2 * cos(x)^2 - 1)^9 + 108 * (2 * cos(x)^2 - 1)^3 + 144 * (2 * cos(x)^2 - 1)^6 + 324 * cos(x)^4 - 432 * cos(x)^2 * (2 * cos(x)^2 - 1)^3 - 288 * cos(x)^2 * (2 * cos(x)^2 - 1)^6 + 432 * cos(x)^4 * (2 * cos(x)^2 - 1)^3 + 27 - 216 * cos(x)^6 - 162 * cos(x)^2) - 22 * cos(20 * x) - 1081719),false,additive_passthrough_zero,expand_trig_cosine_twenty_second_power_reduction,trig_expand,cos(x)^22,(352716+646646*cos(2*x)+497420*cos(4*x)+319770*cos(6*x)+170544*cos(8*x)+74613*cos(10*x)+26334*cos(12*x)+7315*cos(14*x)+1540*cos(16*x)+231*cos(18*x)+22*cos(20*x)+cos(22*x))/2097152,expand trig,result_mismatch,
k*(cos(x)^22) - k*((352716+646646*cos(2*x)+497420*cos(4*x)+319770*cos(6*x)+170544*cos(8*x)+74613*cos(10*x)+26334*cos(12*x)+7315*cos(14*x)+1540*cos(16*x)+231*cos(18*x)+22*cos(20*x)+cos(22*x))/2097152),0,1/2097152 * (2097152 * k * cos(x)^22 - k * (cos(22 * x) + 22 * cos(20 * x) + 924 * (64 * (2 * cos(x)^2 - 1)^9 + 108 * (2 * cos(x)^2 - 1)^3 + 144 * (2 * cos(x)^2 - 1)^6 + 324 * cos(x)^4 - 432 * cos(x)^2 * (2 * cos(x)^2 - 1)^3 - 288 * cos(x)^2 * (2 * cos(x)^2 - 1)^6 + 432 * cos(x)^4 * (2 * cos(x)^2 - 1)^3 + 27 - 216 * cos(x)^6 - 162 * cos(x)^2) + 1540 * cos(16 * x) + 7315 * cos(14 * x) + 74613 * cos(10 * x) + 105336 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 + 170544 * cos(8 * x) + 1276308 * (2 * cos(x)^2 - 1)^3 + 2573979 - 3347344 * sin(x)^2 * cos(x)^2 - 2113430 * cos(x)^2 - 1492260 * sin(x)^2)),false,scaled_difference_zero,expand_trig_cosine_twenty_second_power_reduction,trig_expand,cos(x)^22,(352716+646646*cos(2*x)+497420*cos(4*x)+319770*cos(6*x)+170544*cos(8*x)+74613*cos(10*x)+26334*cos(12*x)+7315*cos(14*x)+1540*cos(16*x)+231*cos(18*x)+22*cos(20*x)+cos(22*x))/2097152,expand trig,result_mismatch,
((cos(x)^22)/q) - (((352716+646646*cos(2*x)+497420*cos(4*x)+319770*cos(6*x)+170544*cos(8*x)+74613*cos(10*x)+26334*cos(12*x)+7315*cos(14*x)+1540*cos(16*x)+231*cos(18*x)+22*cos(20*x)+cos(22*x))/2097152)/q),0,(836836 * (2 * sin(x) * cos(x))^2 + 1492260 * sin(x)^2 + 2097152 * cos(x)^22 + 2113430 * cos(x)^2 - cos(22 * x) - 1276308 * (2 * cos(x)^2 - 1)^3 - 170544 * cos(8 * x) - 105336 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 - 74613 * cos(10 * x) - 7315 * cos(14 * x) - 1540 * cos(16 * x) - 924 * (64 * (2 * cos(x)^2 - 1)^9 + 108 * (2 * cos(x)^2 - 1)^3 + 144 * (2 * cos(x)^2 - 1)^6 + 324 * cos(x)^4 - 432 * cos(x)^2 * (2 * cos(x)^2 - 1)^3 - 288 * cos(x)^2 * (2 * cos(x)^2 - 1)^6 + 432 * cos(x)^4 * (2 * cos(x)^2 - 1)^3 + 27 - 216 * cos(x)^6 - 162 * cos(x)^2) - 22 * cos(20 * x) - 2573979) / (2097152 * q),false,common_denominator_zero,expand_trig_cosine_twenty_second_power_reduction,trig_expand,cos(x)^22,(352716+646646*cos(2*x)+497420*cos(4*x)+319770*cos(6*x)+170544*cos(8*x)+74613*cos(10*x)+26334*cos(12*x)+7315*cos(14*x)+1540*cos(16*x)+231*cos(18*x)+22*cos(20*x)+cos(22*x))/2097152,expand trig,result_mismatch,
((cos(x)^22) + 1)/(((352716+646646*cos(2*x)+497420*cos(4*x)+319770*cos(6*x)+170544*cos(8*x)+74613*cos(10*x)+26334*cos(12*x)+7315*cos(14*x)+1540*cos(16*x)+231*cos(18*x)+22*cos(20*x)+cos(22*x))/2097152) + 1),1,(cos(x)^22 + 1) / (1/2097152 * (cos(22 * x) + 22 * cos(20 * x) + 924 * (64 * (2 * cos(x)^2 - 1)^9 + 108 * (2 * cos(x)^2 - 1)^3 + 144 * (2 * cos(x)^2 - 1)^6 + 324 * cos(x)^4 - 432 * cos(x)^2 * (2 * cos(x)^2 - 1)^3 - 288 * cos(x)^2 * (2 * cos(x)^2 - 1)^6 + 432 * cos(x)^4 * (2 * cos(x)^2 - 1)^3 + 27 - 216 * cos(x)^6 - 162 * cos(x)^2) + 1540 * cos(16 * x) + 7315 * cos(14 * x) + 74613 * cos(10 * x) + 105336 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 + 170544 * cos(8 * x) + 1276308 * (2 * cos(x)^2 - 1)^3 + 4671131 - 3347344 * sin(x)^2 * cos(x)^2 - 2113430 * cos(x)^2 - 1492260 * sin(x)^2)),false,shifted_quotient_one,expand_trig_cosine_twenty_second_power_reduction,trig_expand,cos(x)^22,(352716+646646*cos(2*x)+497420*cos(4*x)+319770*cos(6*x)+170544*cos(8*x)+74613*cos(10*x)+26334*cos(12*x)+7315*cos(14*x)+1540*cos(16*x)+231*cos(18*x)+22*cos(20*x)+cos(22*x))/2097152,expand trig,result_mismatch,
((sin(x)^24) + m) - (((1352078-2496144*cos(2*x)+1961256*cos(4*x)-1307504*cos(6*x)+735471*cos(8*x)-346104*cos(10*x)+134596*cos(12*x)-42504*cos(14*x)+10626*cos(16*x)-2024*cos(18*x)+276*cos(20*x)-24*cos(22*x)+cos(24*x))/8388608) + m),0,1/4194304 * (12 * cos(22 * x) + 4048 * (64 * (2 * cos(x)^2 - 1)^9 + 108 * (2 * cos(x)^2 - 1)^3 + 144 * (2 * cos(x)^2 - 1)^6 + 324 * cos(x)^4 - 432 * cos(x)^2 * (2 * cos(x)^2 - 1)^3 - 288 * cos(x)^2 * (2 * cos(x)^2 - 1)^6 + 432 * cos(x)^4 * (2 * cos(x)^2 - 1)^3 + 27 - 216 * cos(x)^6 - 162 * cos(x)^2) + 21252 * cos(14 * x) + 173052 * cos(10 * x) + 2602864 * (2 * cos(x)^2 - 1)^3 + 4194304 * sin(x)^24 + 6229872 * sin(x)^2 * cos(x)^2 - 1408152 * cos(x)^2 - 367734 * cos(8 * x) - 269192 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 - 5313 * cos(16 * x) - 138 * cos(20 * x) - 2 * cos(8 * x)^3 - 750697),false,additive_passthrough_zero,expand_trig_sine_twenty_fourth_power_reduction,trig_expand,sin(x)^24,(1352078-2496144*cos(2*x)+1961256*cos(4*x)-1307504*cos(6*x)+735471*cos(8*x)-346104*cos(10*x)+134596*cos(12*x)-42504*cos(14*x)+10626*cos(16*x)-2024*cos(18*x)+276*cos(20*x)-24*cos(22*x)+cos(24*x))/8388608,expand trig,result_mismatch,
k*(sin(x)^24) - k*((1352078-2496144*cos(2*x)+1961256*cos(4*x)-1307504*cos(6*x)+735471*cos(8*x)-346104*cos(10*x)+134596*cos(12*x)-42504*cos(14*x)+10626*cos(16*x)-2024*cos(18*x)+276*cos(20*x)-24*cos(22*x)+cos(24*x))/8388608),0,1/4194304 * (4194304 * k * sin(x)^24 - k * (2 * cos(8 * x)^3 + 138 * cos(20 * x) + 5313 * cos(16 * x) + 269192 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 + 367734 * cos(8 * x) + 1408152 * cos(x)^2 + 750697 - 6229872 * sin(x)^2 * cos(x)^2 - 2602864 * (2 * cos(x)^2 - 1)^3 - 173052 * cos(10 * x) - 21252 * cos(14 * x) - 4048 * (64 * (2 * cos(x)^2 - 1)^9 + 108 * (2 * cos(x)^2 - 1)^3 + 144 * (2 * cos(x)^2 - 1)^6 + 324 * cos(x)^4 - 432 * cos(x)^2 * (2 * cos(x)^2 - 1)^3 - 288 * cos(x)^2 * (2 * cos(x)^2 - 1)^6 + 432 * cos(x)^4 * (2 * cos(x)^2 - 1)^3 + 27 - 216 * cos(x)^6 - 162 * cos(x)^2) - 12 * cos(22 * x))),false,scaled_difference_zero,expand_trig_sine_twenty_fourth_power_reduction,trig_expand,sin(x)^24,(1352078-2496144*cos(2*x)+1961256*cos(4*x)-1307504*cos(6*x)+735471*cos(8*x)-346104*cos(10*x)+134596*cos(12*x)-42504*cos(14*x)+10626*cos(16*x)-2024*cos(18*x)+276*cos(20*x)-24*cos(22*x)+cos(24*x))/8388608,expand trig,result_mismatch,
((sin(x)^24)/q) - (((1352078-2496144*cos(2*x)+1961256*cos(4*x)-1307504*cos(6*x)+735471*cos(8*x)-346104*cos(10*x)+134596*cos(12*x)-42504*cos(14*x)+10626*cos(16*x)-2024*cos(18*x)+276*cos(20*x)-24*cos(22*x)+cos(24*x))/8388608)/q),0,(12 * cos(22 * x) + 4048 * (64 * (2 * cos(x)^2 - 1)^9 + 108 * (2 * cos(x)^2 - 1)^3 + 144 * (2 * cos(x)^2 - 1)^6 + 324 * cos(x)^4 - 432 * cos(x)^2 * (2 * cos(x)^2 - 1)^3 - 288 * cos(x)^2 * (2 * cos(x)^2 - 1)^6 + 432 * cos(x)^4 * (2 * cos(x)^2 - 1)^3 + 27 - 216 * cos(x)^6 - 162 * cos(x)^2) + 21252 * cos(14 * x) + 173052 * cos(10 * x) + 2602864 * (2 * cos(x)^2 - 1)^3 + 4194304 * sin(x)^24 + 6229872 * sin(x)^2 * cos(x)^2 - 1408152 * cos(x)^2 - 367734 * cos(8 * x) - 269192 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 - 5313 * cos(16 * x) - 138 * cos(20 * x) - 2 * cos(8 * x)^3 - 750697) / (4194304 * q),false,common_denominator_zero,expand_trig_sine_twenty_fourth_power_reduction,trig_expand,sin(x)^24,(1352078-2496144*cos(2*x)+1961256*cos(4*x)-1307504*cos(6*x)+735471*cos(8*x)-346104*cos(10*x)+134596*cos(12*x)-42504*cos(14*x)+10626*cos(16*x)-2024*cos(18*x)+276*cos(20*x)-24*cos(22*x)+cos(24*x))/8388608,expand trig,result_mismatch,
((sin(x)^24) + 1)/(((1352078-2496144*cos(2*x)+1961256*cos(4*x)-1307504*cos(6*x)+735471*cos(8*x)-346104*cos(10*x)+134596*cos(12*x)-42504*cos(14*x)+10626*cos(16*x)-2024*cos(18*x)+276*cos(20*x)-24*cos(22*x)+cos(24*x))/8388608) + 1),1,(4194304 * sin(x)^24 + 4194304) / (2 * cos(8 * x)^3 + 138 * cos(20 * x) + 5313 * cos(16 * x) + 269192 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 + 367734 * cos(8 * x) + 1408152 * cos(x)^2 + 4945001 - 6229872 * sin(x)^2 * cos(x)^2 - 2602864 * (2 * cos(x)^2 - 1)^3 - 173052 * cos(10 * x) - 21252 * cos(14 * x) - 4048 * (64 * (2 * cos(x)^2 - 1)^9 + 108 * (2 * cos(x)^2 - 1)^3 + 144 * (2 * cos(x)^2 - 1)^6 + 324 * cos(x)^4 - 432 * cos(x)^2 * (2 * cos(x)^2 - 1)^3 - 288 * cos(x)^2 * (2 * cos(x)^2 - 1)^6 + 432 * cos(x)^4 * (2 * cos(x)^2 - 1)^3 + 27 - 216 * cos(x)^6 - 162 * cos(x)^2) - 12 * cos(22 * x)),false,shifted_quotient_one,expand_trig_sine_twenty_fourth_power_reduction,trig_expand,sin(x)^24,(1352078-2496144*cos(2*x)+1961256*cos(4*x)-1307504*cos(6*x)+735471*cos(8*x)-346104*cos(10*x)+134596*cos(12*x)-42504*cos(14*x)+10626*cos(16*x)-2024*cos(18*x)+276*cos(20*x)-24*cos(22*x)+cos(24*x))/8388608,expand trig,result_mismatch,
((cos(x)^24) + m) - (((1352078+2496144*cos(2*x)+1961256*cos(4*x)+1307504*cos(6*x)+735471*cos(8*x)+346104*cos(10*x)+134596*cos(12*x)+42504*cos(14*x)+10626*cos(16*x)+2024*cos(18*x)+276*cos(20*x)+24*cos(22*x)+cos(24*x))/8388608) + m),0,1/4194304 * (1408152 * cos(x)^2 + 1557468 * (2 * sin(x) * cos(x))^2 + 4194304 * cos(x)^24 - 2602864 * (2 * cos(x)^2 - 1)^3 - 367734 * cos(8 * x) - 269192 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 - 173052 * cos(10 * x) - 21252 * cos(14 * x) - 5313 * cos(16 * x) - 4048 * (64 * (2 * cos(x)^2 - 1)^9 + 108 * (2 * cos(x)^2 - 1)^3 + 144 * (2 * cos(x)^2 - 1)^6 + 324 * cos(x)^4 - 432 * cos(x)^2 * (2 * cos(x)^2 - 1)^3 - 288 * cos(x)^2 * (2 * cos(x)^2 - 1)^6 + 432 * cos(x)^4 * (2 * cos(x)^2 - 1)^3 + 27 - 216 * cos(x)^6 - 162 * cos(x)^2) - 138 * cos(20 * x) - 12 * cos(22 * x) - 2 * cos(8 * x)^3 - 2158849),false,additive_passthrough_zero,expand_trig_cosine_twenty_fourth_power_reduction,trig_expand,cos(x)^24,(1352078+2496144*cos(2*x)+1961256*cos(4*x)+1307504*cos(6*x)+735471*cos(8*x)+346104*cos(10*x)+134596*cos(12*x)+42504*cos(14*x)+10626*cos(16*x)+2024*cos(18*x)+276*cos(20*x)+24*cos(22*x)+cos(24*x))/8388608,expand trig,result_mismatch,
k*(cos(x)^24) - k*((1352078+2496144*cos(2*x)+1961256*cos(4*x)+1307504*cos(6*x)+735471*cos(8*x)+346104*cos(10*x)+134596*cos(12*x)+42504*cos(14*x)+10626*cos(16*x)+2024*cos(18*x)+276*cos(20*x)+24*cos(22*x)+cos(24*x))/8388608),0,1/4194304 * (4194304 * k * cos(x)^24 - k * (2 * cos(8 * x)^3 + 12 * cos(22 * x) + 138 * cos(20 * x) + 4048 * (64 * (2 * cos(x)^2 - 1)^9 + 108 * (2 * cos(x)^2 - 1)^3 + 144 * (2 * cos(x)^2 - 1)^6 + 324 * cos(x)^4 - 432 * cos(x)^2 * (2 * cos(x)^2 - 1)^3 - 288 * cos(x)^2 * (2 * cos(x)^2 - 1)^6 + 432 * cos(x)^4 * (2 * cos(x)^2 - 1)^3 + 27 - 216 * cos(x)^6 - 162 * cos(x)^2) + 5313 * cos(16 * x) + 21252 * cos(14 * x) + 173052 * cos(10 * x) + 269192 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 + 367734 * cos(8 * x) + 2602864 * (2 * cos(x)^2 - 1)^3 + 2158849 - 6229872 * sin(x)^2 * cos(x)^2 - 1408152 * cos(x)^2)),false,scaled_difference_zero,expand_trig_cosine_twenty_fourth_power_reduction,trig_expand,cos(x)^24,(1352078+2496144*cos(2*x)+1961256*cos(4*x)+1307504*cos(6*x)+735471*cos(8*x)+346104*cos(10*x)+134596*cos(12*x)+42504*cos(14*x)+10626*cos(16*x)+2024*cos(18*x)+276*cos(20*x)+24*cos(22*x)+cos(24*x))/8388608,expand trig,result_mismatch,
((cos(x)^24)/q) - (((1352078+2496144*cos(2*x)+1961256*cos(4*x)+1307504*cos(6*x)+735471*cos(8*x)+346104*cos(10*x)+134596*cos(12*x)+42504*cos(14*x)+10626*cos(16*x)+2024*cos(18*x)+276*cos(20*x)+24*cos(22*x)+cos(24*x))/8388608)/q),0,(1408152 * cos(x)^2 + 1557468 * (2 * sin(x) * cos(x))^2 + 4194304 * cos(x)^24 - 2602864 * (2 * cos(x)^2 - 1)^3 - 367734 * cos(8 * x) - 269192 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 - 173052 * cos(10 * x) - 21252 * cos(14 * x) - 5313 * cos(16 * x) - 4048 * (64 * (2 * cos(x)^2 - 1)^9 + 108 * (2 * cos(x)^2 - 1)^3 + 144 * (2 * cos(x)^2 - 1)^6 + 324 * cos(x)^4 - 432 * cos(x)^2 * (2 * cos(x)^2 - 1)^3 - 288 * cos(x)^2 * (2 * cos(x)^2 - 1)^6 + 432 * cos(x)^4 * (2 * cos(x)^2 - 1)^3 + 27 - 216 * cos(x)^6 - 162 * cos(x)^2) - 138 * cos(20 * x) - 12 * cos(22 * x) - 2 * cos(8 * x)^3 - 2158849) / (4194304 * q),false,common_denominator_zero,expand_trig_cosine_twenty_fourth_power_reduction,trig_expand,cos(x)^24,(1352078+2496144*cos(2*x)+1961256*cos(4*x)+1307504*cos(6*x)+735471*cos(8*x)+346104*cos(10*x)+134596*cos(12*x)+42504*cos(14*x)+10626*cos(16*x)+2024*cos(18*x)+276*cos(20*x)+24*cos(22*x)+cos(24*x))/8388608,expand trig,result_mismatch,
((cos(x)^24) + 1)/(((1352078+2496144*cos(2*x)+1961256*cos(4*x)+1307504*cos(6*x)+735471*cos(8*x)+346104*cos(10*x)+134596*cos(12*x)+42504*cos(14*x)+10626*cos(16*x)+2024*cos(18*x)+276*cos(20*x)+24*cos(22*x)+cos(24*x))/8388608) + 1),1,(4194304 * cos(x)^24 + 4194304) / (2 * cos(8 * x)^3 + 12 * cos(22 * x) + 138 * cos(20 * x) + 4048 * (64 * (2 * cos(x)^2 - 1)^9 + 108 * (2 * cos(x)^2 - 1)^3 + 144 * (2 * cos(x)^2 - 1)^6 + 324 * cos(x)^4 - 432 * cos(x)^2 * (2 * cos(x)^2 - 1)^3 - 288 * cos(x)^2 * (2 * cos(x)^2 - 1)^6 + 432 * cos(x)^4 * (2 * cos(x)^2 - 1)^3 + 27 - 216 * cos(x)^6 - 162 * cos(x)^2) + 5313 * cos(16 * x) + 21252 * cos(14 * x) + 173052 * cos(10 * x) + 269192 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 + 367734 * cos(8 * x) + 2602864 * (2 * cos(x)^2 - 1)^3 + 6353153 - 6229872 * sin(x)^2 * cos(x)^2 - 1408152 * cos(x)^2),false,shifted_quotient_one,expand_trig_cosine_twenty_fourth_power_reduction,trig_expand,cos(x)^24,(1352078+2496144*cos(2*x)+1961256*cos(4*x)+1307504*cos(6*x)+735471*cos(8*x)+346104*cos(10*x)+134596*cos(12*x)+42504*cos(14*x)+10626*cos(16*x)+2024*cos(18*x)+276*cos(20*x)+24*cos(22*x)+cos(24*x))/8388608,expand trig,result_mismatch,
(((3*tan(x)-tan(x)^3)/(1-3*tan(x)^2)) + 1)/((tan(3*x)) + 1),1,undefined,false,shifted_quotient_one,contract_trig_triple_angle_tangent,trig_contract,(3*tan(x)-tan(x)^3)/(1-3*tan(x)^2),tan(3*x),contract trig,result_mismatch,
((tan(3*x)) + 1)/(((3*tan(x)-tan(x)^3)/(1-3*tan(x)^2)) + 1),1,undefined,false,shifted_quotient_one,expand_trig_triple_angle_tangent,trig_expand,tan(3*x),(3*tan(x)-tan(x)^3)/(1-3*tan(x)^2),expand trig,result_mismatch,
((sin(6*x)) + m) - ((sin(5*x)*cos(x)+cos(5*x)*sin(x)) + m),0,16 * sin(x) * cos(x) - 32 * sin(x)^3 * cos(x)^3 - 16 * sin(x) * cos(x)^5 - 16 * cos(x) * sin(x)^5,false,additive_passthrough_zero,expand_trig_recursive_six_sine,trig_expand,sin(6*x),sin(5*x)*cos(x)+cos(5*x)*sin(x),expand trig,result_mismatch,
k*(sin(6*x)) - k*(sin(5*x)*cos(x)+cos(5*x)*sin(x)),0,16 * k * sin(x) * cos(x) - 32 * k * sin(x)^3 * cos(x)^3 - 16 * k * sin(x) * cos(x)^5 - 16 * k * cos(x) * sin(x)^5,false,scaled_difference_zero,expand_trig_recursive_six_sine,trig_expand,sin(6*x),sin(5*x)*cos(x)+cos(5*x)*sin(x),expand trig,result_mismatch,
((sin(6*x)) + 1)/((sin(5*x)*cos(x)+cos(5*x)*sin(x)) + 1),1,(3 * 2 * sin(x) * cos(x) + 1 - 32 * sin(x)^3 * cos(x)^3) / (16 * sin(x) * cos(x)^5 + 16 * cos(x) * sin(x)^5 + 1 - 10 * sin(x) * cos(x)),false,shifted_quotient_one,expand_trig_recursive_six_sine,trig_expand,sin(6*x),sin(5*x)*cos(x)+cos(5*x)*sin(x),expand trig,result_mismatch,
((sin(5*x)*cos(x)+cos(5*x)*sin(x)) + m) - ((sin(6*x)) + m),0,16 * sin(x) * cos(x)^5 + 16 * cos(x) * sin(x)^5 + 32 * sin(x)^3 * cos(x)^3 - 16 * sin(x) * cos(x),false,additive_passthrough_zero,contract_trig_recursive_six_sine,trig_contract,sin(5*x)*cos(x)+cos(5*x)*sin(x),sin(6*x),contract trig,result_mismatch,
k*(sin(5*x)*cos(x)+cos(5*x)*sin(x)) - k*(sin(6*x)),0,16 * k * sin(x) * cos(x)^5 + 16 * k * cos(x) * sin(x)^5 + 32 * k * sin(x)^3 * cos(x)^3 - 16 * k * sin(x) * cos(x),false,scaled_difference_zero,contract_trig_recursive_six_sine,trig_contract,sin(5*x)*cos(x)+cos(5*x)*sin(x),sin(6*x),contract trig,result_mismatch,
((sin(5*x)*cos(x)+cos(5*x)*sin(x)) + 1)/((sin(6*x)) + 1),1,(16 * sin(x) * cos(x)^5 + cos(x) * (16 * sin(x)^5 - 10 * sin(x)) + 1) / (3 * 2 * sin(x) * cos(x) + 1 - 32 * sin(x)^3 * cos(x)^3),false,shifted_quotient_one,contract_trig_recursive_six_sine,trig_contract,sin(5*x)*cos(x)+cos(5*x)*sin(x),sin(6*x),contract trig,result_mismatch,
((cos(6*x)) + m) - ((cos(5*x)*cos(x)-sin(5*x)*sin(x)) + m),0,4 * (2 * cos(x)^2 - 1)^3 + 9 * cos(x)^2 + 16 * sin(x)^6 + 3 - 16 * cos(x)^6 - 15 * sin(x)^2,false,additive_passthrough_zero,expand_trig_recursive_six_cosine,trig_expand,cos(6*x),cos(5*x)*cos(x)-sin(5*x)*sin(x),expand trig,result_mismatch,
k*(cos(6*x)) - k*(cos(5*x)*cos(x)-sin(5*x)*sin(x)),0,4 * k * (2 * cos(x)^2 - 1)^3 + 3 * k - k * (15 * sin(x)^2 + 16 * cos(x)^6 - 16 * sin(x)^6 - 15 * cos(x)^2) - 6 * k * cos(x)^2,false,scaled_difference_zero,expand_trig_recursive_six_cosine,trig_expand,cos(6*x),cos(5*x)*cos(x)-sin(5*x)*sin(x),expand trig,result_mismatch,
((cos(6*x))/q) - ((cos(5*x)*cos(x)-sin(5*x)*sin(x))/q),0,(4 * (2 * cos(x)^2 - 1)^3 + 9 * cos(x)^2 + 16 * sin(x)^6 + 3 - 16 * cos(x)^6 - 15 * sin(x)^2) / q,false,common_denominator_zero,expand_trig_recursive_six_cosine,trig_expand,cos(6*x),cos(5*x)*cos(x)-sin(5*x)*sin(x),expand trig,result_mismatch,
((cos(6*x)) + 1)/((cos(5*x)*cos(x)-sin(5*x)*sin(x)) + 1),1,(4 * (2 * cos(x)^2 - 1)^3 + 4 - 6 * cos(x)^2) / (15 * sin(x)^2 + 16 * cos(x)^6 + 1 - 16 * sin(x)^6 - 15 * cos(x)^2),false,shifted_quotient_one,expand_trig_recursive_six_cosine,trig_expand,cos(6*x),cos(5*x)*cos(x)-sin(5*x)*sin(x),expand trig,result_mismatch,
((cos(5*x)*cos(x)-sin(5*x)*sin(x)) + m) - ((cos(6*x)) + m),0,15 * sin(x)^2 + 16 * cos(x)^6 - 16 * sin(x)^6 - 9 * cos(x)^2 - 4 * (2 * cos(x)^2 - 1)^3 - 3,false,additive_passthrough_zero,contract_trig_recursive_six_cosine,trig_contract,cos(5*x)*cos(x)-sin(5*x)*sin(x),cos(6*x),contract trig,result_mismatch,
k*(cos(5*x)*cos(x)-sin(5*x)*sin(x)) - k*(cos(6*x)),0,6 * k * cos(x)^2 + k * (15 * sin(x)^2 + 16 * cos(x)^6 - 16 * sin(x)^6 - 15 * cos(x)^2) - 4 * k * (2 * cos(x)^2 - 1)^3 - 3 * k,false,scaled_difference_zero,contract_trig_recursive_six_cosine,trig_contract,cos(5*x)*cos(x)-sin(5*x)*sin(x),cos(6*x),contract trig,result_mismatch,
((cos(5*x)*cos(x)-sin(5*x)*sin(x))/q) - ((cos(6*x))/q),0,(15 * sin(x)^2 + 16 * cos(x)^6 - 16 * sin(x)^6 - 9 * cos(x)^2 - 4 * (2 * cos(x)^2 - 1)^3 - 3) / q,false,common_denominator_zero,contract_trig_recursive_six_cosine,trig_contract,cos(5*x)*cos(x)-sin(5*x)*sin(x),cos(6*x),contract trig,result_mismatch,
((cos(5*x)*cos(x)-sin(5*x)*sin(x)) + 1)/((cos(6*x)) + 1),1,(15 * sin(x)^2 + 16 * cos(x)^6 + 1 - 16 * sin(x)^6 - 15 * cos(x)^2) / (4 * (2 * cos(x)^2 - 1)^3 + 4 - 6 * cos(x)^2),false,shifted_quotient_one,contract_trig_recursive_six_cosine,trig_contract,cos(5*x)*cos(x)-sin(5*x)*sin(x),cos(6*x),contract trig,result_mismatch,
(((a*x+b)/(c*x+d)) + 1)/((a/c + (b-a*d/c)/(c*x+d)) + 1),1,(c * x + d) / (c * x + d),false,shifted_quotient_one,split_fraction_symbolic_over_scaled_general_linear,fraction_decompose,(a*x+b)/(c*x+d),a/c + (b-a*d/c)/(c*x+d),split fraction,result_mismatch,
((a/c + (b-a*d/c)/(c*x+d)) + 1)/(((a*x+b)/(c*x+d)) + 1),1,(c * x + d) / (c * x + d),false,shifted_quotient_one,combine_scaled_symbolic_whole_plus_remainder_into_fraction,fraction_combine,a/c + (b-a*d/c)/(c*x+d),(a*x+b)/(c*x+d),combine fraction,result_mismatch,
((cos(x)*cos(2*x)*cos(4*x)) + 1)/((sin(8*x)/(8*sin(x))) + 1),1,(8 * sin(x) + 8 * sin(x) * (1 - 8 * sin(x)^2 * cos(x)^2) * (2 * cos(x)^3 - cos(x))) / (sin(8 * x) + 8 * sin(x)),false,shifted_quotient_one,integrate_prep_morrie_basic,integrate_prep,cos(x)*cos(2*x)*cos(4*x),sin(8*x)/(8*sin(x)),integrate prep,result_mismatch,
((sin(8*x)/(8*sin(x))) + 1)/((cos(x)*cos(2*x)*cos(4*x)) + 1),1,(sin(8 * x) + 8 * sin(x)) / (8 * sin(x) + 8 * sin(x) * (1 - 8 * sin(x)^2 * cos(x)^2) * (2 * cos(x)^3 - cos(x))),false,shifted_quotient_one,integrate_prep_morrie_reverse_basic,integrate_prep,sin(8*x)/(8*sin(x)),cos(x)*cos(2*x)*cos(4*x),integrate prep,result_mismatch,
k*(1 + 2*cos(x) + 2*cos(2*x)) - k*(sin(5*x/2)/sin(x/2)),0,(sin(1/2 * x) * (2 * k * (2 * cos(1/2 * x)^2 - 1) + 4 * k * (2 * cos(1/2 * x)^2 - 1)^2 - k) - k * sin(5/2 * x)) / sin(1/2 * x),false,scaled_difference_zero,integrate_prep_dirichlet_basic,integrate_prep,1 + 2*cos(x) + 2*cos(2*x),sin(5*x/2)/sin(x/2),integrate prep,result_mismatch,
